link_name,avg_speed,actype
0_526,12.0,A319
0_526,24.0,A320
0_526,7.0,A321
0_526,6.0,A321
0_526,14.0,A321
0_526,13.0,B738
0_526,4.0,B739
0_526,8.0,B739
0_526,10.0,B753
0_526,9.0,B753
100_719,7.0,A320
100_719,11.0,B712
100_719,13.0,B712
100_719,18.0,B712
100_719,14.0,B737
100_719,2.0,B737
100_719,2.5,B737
100_719,15.0,B737
100_719,3.0,B738
100_719,15.0,B738
100_719,4.0,CRJ9
101_626,2.0,B38M
101_626,7.0,B712
101_626,13.0,B712
101_626,13.0,B712
101_626,5.0,B737
101_626,12.0,B737
101_626,13.0,B737
101_626,10.0,B739
10_536,18.0,A321
111_633,3.0,B737
111_633,3.0,B739
111_633,3.0,B739
112_634,16.0,B38M
112_634,9.0,B712
112_634,10.0,B712
113_723,6.0,B712
113_723,7.0,B712
113_723,14.0,B712
113_723,5.0,B737
113_723,16.0,B737
113_723,4.0,B737
113_723,0.0,B739
113_723,5.0,B739
113_723,5.0,B739
114_637,18.0,B38M
114_637,13.0,B712
114_637,3.0,B712
114_637,5.0,B712
114_637,14.0,B738
114_637,9.5,B739
114_637,10.0,B739
114_637,9.0,CRJ9
115_635,6.0,A320
115_635,12.0,B712
115_635,4.0,B712
115_635,15.0,B712
115_635,6.6667,B712
115_635,13.0,B712
115_635,16.0,B737
115_635,5.0,B737
115_635,5.0,B737
115_635,4.0,B737
115_635,11.0,B739
115_635,7.0,B739
117_652,13.0,A319
117_652,6.0,A320
117_652,4.0,B712
117_652,9.0,B712
117_652,14.0,B712
117_652,9.0,B712
117_652,3.0,B712
117_652,5.0,B738
117_652,11.0,B739
117_652,9.0,CRJ9
118_652,13.0,A319
118_652,6.0,A320
118_652,4.0,B712
118_652,3.0,B712
118_652,8.0,B712
118_652,8.0,B712
118_652,8.5,B712
118_652,14.0,B712
118_652,9.0,B712
118_652,12.0,B738
118_652,5.0,B738
118_652,19.0,CRJ9
118_652,9.0,CRJ9
118_652,10.0,E75S
119_653,9.0,B712
119_653,7.0,B712
119_653,5.0,B712
119_653,7.0,B712
119_653,5.0,B712
119_653,9.0,B738
119_653,9.0,B738
119_653,16.0,B739
119_653,12.0,CRJ9
119_653,9.0,CRJ9
119_653,11.0,E75S
11_537,16.0,A319
11_537,10.0,B739
12_538,5.0,A20N
12_538,8.0,A21N
12_538,6.0,A319
12_538,10.0,A320
12_538,12.0,A321
12_538,10.0,A321
12_538,11.0,A321
12_538,6.0,B738
